web-scraper-order,web-scraper-start-url,Competition_selector,Competition_selector-href,Fixtures_selector,Fixtures_selector-href,Match_data
"1554129901-982","https://www.world.rugby/sevens-series/standings/mens?series=6","Singapore","https://www.world.rugby/sevens-series/stage/1431/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1431/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - Singapore, </span><span>Pool B, </span><span>Match 5</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   24 - 7 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129290-471","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool B, </span><span>Match 20</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   31 - 7 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554128992-241","https://www.world.rugby/sevens-series/standings/mens?series=28","Sydney","https://www.world.rugby/sevens-series/stage/1880/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1880/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Sydney, </span><span>5th Place Semi Final, </span><span>Match 38</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   33 - 0 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue"">Spotless Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129528-596","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Plate Final, </span><span>Match 32</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   22 - 0 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129588-683","https://www.world.rugby/sevens-series/standings/mens?series=15","Dubai","https://www.world.rugby/sevens-series/stage/1506/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1506/fixtures","<div class=""info""><span>2013/14 IRB Sevens World Series - Dubai, </span><span>Pool D, </span><span>Match 17</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   33 - 5 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129250-426","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>Pool B, </span><span>Match 20</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   12 - 17 </div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554129290-476","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Challenge Trophy Quarter Finals, </span><span>Match 25</span></div><div class=""match""> <div class=""tLogo KEN""></div>   <div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""result left"">   0 - 22 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129116-256","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Pool C, </span><span>Match 8</span></div><div class=""match""> <div class=""tLogo RUS""></div>   <div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""result left"">   24 - 5 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129239-385","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Pool C, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   12 - 12 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129994-1170","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool D, </span><span>Match 17</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   24 - 5 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129844-918","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   60 - 0 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129543-646","https://www.world.rugby/sevens-series/standings/mens?series=16","Guangzhou","https://www.world.rugby/sevens-series/stage/1523/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1523/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Guangzhou, </span><span>Pool C, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo CHN""></div>   <div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""result left"">   15 - 10 </div><div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""tLogo second FIJ""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129735-879","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Shield Semi Finals, </span><span>Match 34</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   31 - 7 </div><div class=""teamName left"">Guyana 7s</div><div class=""teamNameAbr left"">GUY</div><div class=""tLogo second GUY""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128974-145","https://www.world.rugby/sevens-series/standings/mens?series=28","Vancouver","https://www.world.rugby/sevens-series/stage/1882/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1882/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Vancouver , </span><span>Cup Quarter Finals, </span><span>Match 32</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   12 - 35 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">BC Place, Vancouver</div><div class=""matchBtns""> </div>"
"1554129588-682","https://www.world.rugby/sevens-series/standings/mens?series=15","Dubai","https://www.world.rugby/sevens-series/stage/1506/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1506/fixtures","<div class=""info""><span>2013/14 IRB Sevens World Series - Dubai, </span><span>Pool C, </span><span>Match 16</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   26 - 19 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129848-937","https://www.world.rugby/sevens-series/standings/mens?series=8","George","https://www.world.rugby/sevens-series/stage/1447/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1447/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - George, </span><span>Pool B, </span><span>Match 4</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   19 - 12 </div><div class=""teamName left"">Portugal 7s</div><div class=""teamNameAbr left"">POR</div><div class=""tLogo second POR""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128969-104","https://www.world.rugby/sevens-series/standings/mens?series=28","Hong Kong","https://www.world.rugby/sevens-series/stage/1883/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1883/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Hong Kong, </span><span>Challenge Trophy Semi Finals, </span><span>Match 36</span></div><div class=""match""> <div class=""tLogo TBC""></div>   <div class=""teamName left"">Winner M27</div><div class=""teamNameAbr left"">TBC</div><div class=""versus left"">v</div><div class=""teamName left"">Winner M28</div><div class=""teamNameAbr left"">TBC</div><div class=""tLogo second TBC""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 14:30</span>Hong Kong Stadium, Hong Kong</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 07:30, Sun 07 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129122-316","https://www.world.rugby/sevens-series/standings/mens?series=24","Dubai","https://www.world.rugby/sevens-series/stage/1719/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1719/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Dubai, </span><span>Cup Final, </span><span>Match 34</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   17 - 5 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
